City,Location Name,Latitude,Longitude,Address
Chennai,Tasmac Wine and Bar,13.0717887,80.20230509999999,"36C2+PW7, Unnamed Road, Koyambedu, Chennai, Tamil Nadu 600107, India"
Chennai,Elite Tasmac shanthi colony,13.0824096,80.2164398,"123AA, 4th Ave, Shanthi Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India"
Chennai,Tasmac outlet,13.0646695,80.2117463,"72, A , 1st floor, 100 Feet Rd, Vadapalani, Chennai, Tamil Nadu 600026, India"
Chennai,Elite TASMAC,13.1002231,80.2939583,"472V+3JJ, Seethakadi Nagar, George Town, Chennai, Tamil Nadu 600001, India"
Chennai,Tasmac,13.0834148,80.2259438,"36MG+998, 1st Main Rd, Chinthamani, D Block, Annanagar East, Chennai, Tamil Nadu 600102, India"
Chennai,Tasmac,13.0561596,80.25589640000001,"3744+F96, Greams Rd, Thousand Lights East, Thousand Lights, Chennai, Tamil Nadu 600006, India"
Chennai,TASMAC,12.986597,80.2228481,"80, Velachery Main Rd, Lakshmi Puram, Velachery, Chennai, Tamil Nadu 600042, India"
Chennai,Tasmac Bar,13.0843345,80.221352,"36MC+PGQ, 2nd Ave, B Block, Annanagar East, Chennai, Tamil Nadu 600030, India"
Chennai,TASMAC Wine Shop & Bar,12.8479882,80.22176139999999,"R6XC+5PR, Thalambur Rd, Navalur, Tamil Nadu 600130, India"
Chennai,Tasmac Elite,12.9043066,80.2283095,"shop(1st Floor, Rajiv Gandhi Salai, above Moda men's ware, Sholinganallur, Chennai, Tamil Nadu 600097, India"
Chennai,Tasmac,13.0573451,80.2038237,"26, Dasarathapuram Main Rd, Saligrammam, Mathiazhagan Nagar, Shanthi Nagar, Vadapalani, Chennai, Tamil Nadu 600026, India"
Chennai,Tasmac AC Bar,13.1148978,80.2315656,"Shop No: 13/33, S.R.P Koil Street South, SRP Koil St N, Agaram, Perambur, Chennai, Tamil Nadu 600082, India"
Chennai,Tasmac,12.979007,80.24302860000002,"Plot No 592 & 593, Ground Floor, near, Pammal Nallathambi St, Thanthai Periyar Nagar, Tharamani, Chennai, Tamil Nadu 600113, India"
Chennai,Tasmac,12.9881266,80.2045492,"X6Q3+7R3, Lakeview Rd, Mohanapuri, New Colony, Adambakkam, Chennai, Tamil Nadu 600088, India"
Chennai,TASMAC,13.0766813,80.22527029999999,"36GG+M4C, Shenoy Nagar, Chennai, Tamil Nadu 600030, India"
Chennai,TASMAC Bar,13.0553609,80.1834287,"354M+49V, Ganapathy St, Dhanalakshmi Nagar, Bhuvaneswari Nagar, Valasaravakkam, Chennai, Tamil Nadu 600095, India"
Chennai,TASMAC,12.905751,80.14267869999999,"W44V+833, New Agaram Road, Yeswanth Nagar, Tambaram, Padmavathi Nagar, Selaiyur, Chennai, Tamil Nadu 600126, India"
Chennai,TAsmac wines,13.0629433,80.2435422,"367V+5CJ, Valluvar Kottam High Rd, Ponnangipuram, Ambal Nagar, Seetha Nagar, Nungambakkam, Chennai, Tamil Nadu 600034, India"
Chennai,Tasmac Tamilnadu Government,13.4307246,79.97324840000002,"CXJF+78J, Dalavai Agraharam, Andhra Pradesh 601202, India"
Chennai,Tasmac Wine Shop,12.9894555,80.1859352,"2, Thurairaj St, Teachers Colony, Pazavanthangal, Chennai, Tamil Nadu 600114, India"
Chennai,Tamilnadu Government Tasmac,13.084099,80.1703352,"35MC+J4P, முகப்பேர், 1st Ave, Mogappair West, Ambattur Industrial Estate, Chennai, Tamil Nadu 600037, India"
Chennai,Tasmac,13.0344945,80.2152651,"31/39, 10th Ave, Sarvamangala Colony, Manthope Colony, Ashok Nagar, Chennai, Tamil Nadu 600083, India"
Coimbatore,Govt Tasmac,11.0231055,76.9510951,"7, Alagesan Rd, Nesavaalar Colony, Saibaba Colony, Coimbatore, Tamil Nadu 641043, India"
Coimbatore,Tasmac Wine Shop,11.0212214,76.9826496,"18, Dr Rajendra Prasad Rd, Parmeshwaran Layout, Venugopal Layout, Pappanaickenpalayam, Coimbatore, Tamil Nadu 641044, India"
Coimbatore,Tasmac Wine Shop,11.0022054,76.94849289999999,"523, Thadagam Main Rd, R.S. Puram, Coimbatore, Tamil Nadu 641002, India"
Coimbatore,Tasmac -Elite,11.0141011,76.9852094,"2X7P+J3W, Bharathiyar Rd, Pappanaickenpalayam, Coimbatore, Tamil Nadu 641037, India"
Coimbatore,TASMAC,11.013552,77.0125487,"2, Subbakonar St, Masakalipalayam, Ram Lakshman Nagar, Masakali Palayam, Coimbatore, Tamil Nadu 641015, India"
Coimbatore,Tasmac Ukkadam,10.9863276,76.9543592,"XXP3+GPH, Perur Bypass Rd, Kempatty Colony, Town Hall, Coimbatore, Tamil Nadu 641008, India"
Coimbatore,Tasmac,10.990988,76.9771438,"XXRG+9VV, Unnamed Road, Shanmuga Nagar, Ramanathapuram, Coimbatore, Tamil Nadu 641018, India"
Coimbatore,Tasmac,10.9920882,76.9606502,"Near, N.h Road, Town Hall, India"
Coimbatore,Elite Tasmac R S Puram Covai,11.0102576,76.9497588,"115, Thiruvenkatasamy Rd W, R.S. Puram, Coimbatore, Tamil Nadu 641002, India"
Coimbatore,Tasmac,11.0339234,76.9748776,"438, Ganapathy, Coimbatore, Tamil Nadu 641006, India"
Coimbatore,TASMAC Liqueur Shop. Wine Shop,11.0910894,76.99676769999999,"3XRW+CPJ, Sahara City, Saravanampatti, Coimbatore, Tamil Nadu 641035, India"
Coimbatore,Elite tasmac,11.0214792,76.9782896,"First floor, Vue Grande, 339, Chinnasamy Naidu Rd, Siddhapudur, Balasundaram Layout, B.K.R Nagar, Coimbatore, Tamil Nadu 641044, India"
Coimbatore,Tasmac Wine Shop,11.0134988,76.9402774,"Shop No, 1690, Marudhamalai Rd, Lawley Rd, Coimbatore, Tamil Nadu 641003, India"
Coimbatore,TASMAC Regional Office,11.046445,76.9458411,"131, 132 Dhayalan Street , Koundampalayam, Coimbatore, Tamil Nadu 641030, India"
Coimbatore,Tasmac,10.9594749,76.9806715,"XX5J+Q7W, Teachers Colony, Sakthi Nagar, Podanur, Tamil Nadu 641024, India"
Coimbatore,Tasmac Bar,11.0395695,76.99539,"32, FCI Rd, Yogi Ram Nagar, VG Rao Nagar, Ganapathy, Coimbatore, Tamil Nadu 641006, India"
Coimbatore,TASMAC Wine shop,11.0205211,76.9676295,"100, 4th St Ext, Tatabad, Gandhipuram, Coimbatore, Tamil Nadu 641012, India"
Coimbatore,Tasmac Bar Wine Shop,10.8827467,76.91316499999999,"VWM7+37V, Nagapattinam - Coimbatore - Gundlupet Hwy, Kollupuram, Sukrawar Pettai, R.S. Puram, Coimbatore, Tamil Nadu 641105, India"
Coimbatore,Tasmac,11.0646958,77.0371006,"327P+VVC, Sharp Nagar, Nehru Nagar West, Coimbatore, Tamil Nadu 641004, India"
Coimbatore,Tasmac Bar,10.9981135,76.9923144,"XXXR+6WV, Police Kandasamy St, Olymbus, Ramasamy Nagar, Puliakulam, Coimbatore, Tamil Nadu 641045, India"
Coimbatore,Tasmac Bar,11.0056247,76.9579542,"2X45+65V, V.C.V Layout, Near to United Traders, Poo Market, VCV Rd, Kaderpet, Coimbatore, Tamil Nadu 641002, India"
Coimbatore,TASMAC,11.0462401,76.94753229999999,"2WWX+G22, Mettupalayam Rd, Venkateswara Nagar, Koundampalayam, Coimbatore, Tamil Nadu 641030, India"
Coimbatore,Tasmac,10.9506089,77.00042289999999,"X222+65V, Sri Krishna Nagar, Chettypalayam, Road, Coimbatore, 641023, India"
Coimbatore,Tasmac,11.1428862,76.95974269999999,"4XV5+5V5, Coimbatore, Tamil Nadu 641022, India"
Coimbatore,Tasmac,11.0342249,77.0040709,"1, Peelamedu Railway Over Brg, Peelamedu, Karrupana Layout, Coimbatore, Tamil Nadu 641004, India"
Coimbatore,TASMAC Regional Office - Coimbatore,11.0339469,77.0004249,"22M2+J53, Coimbatore, Tamil Nadu 641004, India"
Coimbatore,Tasmac,10.9433027,76.9972162,"WXVW+7WV, Srinivasa Nagar, Coimbatore, Podanur, Tamil Nadu 641021, India"
Coimbatore,Tasmac,11.0659078,76.9488501,"3W8X+9G9, Thiruvalluvar St, Pallakattu Thottam, Vellakinar Village, Coimbatore, Tamil Nadu 641029, India"
Coimbatore,TASMAC BAR NEW,11.0315362,77.0165554,"22J8+JJ7, Thaneerpandal Rd, Peelamedu, B.R. Puram Industrial Estate, Coimbatore, Tamil Nadu 641004, India"
Coimbatore,Tasmac,11.0060733,76.992099,"5, PN Palayam Rd, Dhamu Nagar, Puliakulam, Coimbatore, Tamil Nadu 641045, India"
Coimbatore,TASMAC Wine Shop,11.0255424,76.96493339999999,"22/1, Sanganoor Main Rd, Rathinapuri, Tatabad, Coimbatore, Tamil Nadu 641027, India"
Coimbatore,TASMAC,11.0460208,76.98867469999999,"2XWQ+CF7, FCI Rd, Prashakthi Nagar, Ganapathy, Coimbatore, Tamil Nadu 641006, India"
Coimbatore,Tasmac,11.0377546,77.0082153,"22Q5+474, Peelamedu, Gauthama Puri Nagar, Coimbatore, Tamil Nadu 641004, India"
Coimbatore,TASMAC With A/C Bar,11.0435487,77.0471772,"22VW+CV7, Peelamedu, Goldwins, Civil Aerodrome Post, Tamil Nadu 641014, India"
Coimbatore,Elite Tasmac,11.0155558,76.9673376,"2X88+6WG, Nehru St, Ram Nagar, Coimbatore, Tamil Nadu 641009, India"
Coimbatore,TASMAC Goverment Bar,11.191198,76.8504009,"5VR2+F5C, Coimbatore, Tamil Nadu 641113, India"
Coimbatore,Tasmac,11.0224259,77.0218691,"1663, Kamarajar Rd, Near Mani's Theater, Lakshmi Ammal Layout, Hope College, Coimbatore, Tamil Nadu 641004, India"
Madurai,Govt Tasmac,9.9057271,78.13363559999999,"W44M+7FR, West Anuppanadi, Tamil Nadu Housing Board Colony, Anuppanadi, Madurai, Tamil Nadu 625009, India"
Madurai,TASMAC,9.921206399999999,78.1276031,"1st Floors, 157 VJ Towers Munichalai Main Road, opp. to Saratha Ceramic, Madurai, Tamil Nadu 625009, India"
Madurai,TASMAC,9.9345929,78.10488889999999,"W4M3+RXJ, Old Arppalayam, West Ponnagaram, Arappalayam, Madurai, Tamil Nadu 625016, India"
Madurai,Tasmac,9.9156367,78.1200679,"No. 172/A, S Masi St, near Indian Overseas Bank, Valaiyal Kadai, Madurai Main, Madurai, Tamil Nadu 625001, India"
Madurai,TASMAC REGIONAL MANAGERS OFFICES,9.9222915,78.14293579999999,"Plot no.100, Anna Nagar, Sathamangalam, Madurai, Tamil Nadu 625020, India"
Madurai,Tasmac Wine Shop,9.916327599999999,78.15007949999999,"W582+G28, Vandiyur Main Rd, Anna Nagar, Sathamangalam, Madurai, Tamil Nadu 625020, India"
Madurai,Tasmac Wine Shop,9.9377056,78.1451968,"W4QW+33P, Melur Main Rd, KK Nagar, Madurai, Tamil Nadu 625020, India"
Madurai,Tasmac,9.909527899999999,78.12009499999999,"1, Pavukkara St, Mahalipatti, Madurai, Tamil Nadu 625001, India"
Madurai,Tasmac,9.927172599999999,78.09947079999999,"47c T B road, Main Road, opposite to solamalai threatre, arasaradi, Madurai, Tamil Nadu 625016, India"
Madurai,Tasmac,9.945502699999999,78.15588760000001,"W5W4+69, Industrial Estate, Madurai, Tamil Nadu 625007, India"
Madurai,TASMAC,9.9574631,78.0985614,"X34X+XCM, Appathurai Nagar, Koodal Nagar, Madurai, Tamil Nadu 625018, India"
Madurai,Tasmac,9.9440247,78.0993641,"W3VX+JP5, Thikathir, Vilangudi, Madurai, Tamil Nadu 625018, India"
Madurai,Tasmac wineshop,9.917098099999999,78.1056373,"W484+R7J, 9th St, Ponmeni, Mahapupalayam, Madurai, Tamil Nadu 625016, India"
Madurai,TASMAC,9.8829691,78.0993752,"V3MX+5QJ, Avaniyapuram - Thirupparankundram Rd, Madurai, Tamil Nadu 625015, India"
Madurai,TASMAC,9.932409,78.1327572,"W4JM+X46, Chinna Chokikulam, Madurai, Tamil Nadu 625002, India"
Madurai,Tasmac Wines Shop,9.9321407,78.0937512,"216, Opposite P T R Bakery, P P Charadi, Chavadi, Bethaniapuram, Tamil Nadu 625016, India"
Madurai,Tasmac Wine shop,9.922145,78.1295659,"47, 6th St, Meenakshipuram, Madurai, Tamil Nadu 625002, India"
Madurai,TASMAC WINE SHOP,9.9666894,78.1263147,"X48G+MGJ, P and T Nagar Ext Rd, Thabaal Thanthi Nagar, Bama Nagar, Madurai, Tamil Nadu 625017, India"
Madurai,Tasmac Wine Shop,9.9207513,78.1323706,"20, Ponmeni Narayanan St, Meenakshipuram, Navalar Nagar, Madurai, Tamil Nadu 625016, India"
Madurai,Tasmac- wineshop,9.916910699999999,78.13221829999999,"W48J+QV8 signal, Munichalai, Old Kuyavar Palayam Rd, Madurai, Tamil Nadu 625009, India"
Madurai,ELITE SHOP FORIGN LIQUOR,9.9194462,78.1485383,"80 Feet Rd, near Hdfc bank, Anna Nagar, Madurai, Tamil Nadu 625020, India"
Madurai,TASMAC - Anna Bus Stand,9.924276299999999,78.13871619999999,"#1 Subburaman street, Kuruvikkaran Salai, Shenoy Nagar, Madurai, Tamil Nadu 625020, India"
Madurai,Elite shop,9.9179649,78.1127089,"W497+53P, Central Periyar Bus Stand, W Perumal Maistry St, Periyar, Madurai Main, Madurai, Tamil Nadu 625001, India"
Madurai,Government TASMAC Wine Shop,9.8240115,78.0851703,"R3FP+J33, Soorakkulam, Tamil Nadu 625022, India"
Madurai,Tasmac Wines Shop - Kurinji Bar,9.936745499999999,78.1368464,"W4PP+MPX, Alagar Kovil Main Rd, Outpost, Chinna Chokikulam, Madurai, Tamil Nadu 625301, India"
Madurai,Tasmac wines shop,9.9738855,78.0973207,"X3FW+HW5, Alanganallur Main Road, Sikkandar Savadi, Koodal Nagar, Madurai, Tamil Nadu 625018, India"
Madurai,TASMAC Wine Shop,9.929765,78.1668779,"W5H8+WQ6, Karuppayurani, Madurai, Tamil Nadu 625020, India"
Madurai,TASMAC Wine Shop,9.9535171,78.1323639,"X43J+CW5, Reserve Line, Mahalakshmi Nagar, KVR Nagar, Madurai, Tamil Nadu 625014, India"
Madurai,Govt Tasmsc,9.8753212,78.14855539999999,"3, Samanatham, Tamil Nadu 625009, India"
Madurai,Tasmac - Wineshop,9.878860399999999,78.02896849999999,"V2HH+HH2, Fourway Line.Under the Bridge, Service Rd, Thoppur, Tamil Nadu 625008, India"
Madurai,Tasmac,9.908496999999999,78.1219383,"Nagamma Temple, 22-14A, Koil S St, Mahalipatti, Tamil Nadu 625001, India"
Madurai,Elite,9.9305457,78.09502289999999,"Kochi - Madurai - Dhanushkodi Rd, Kalavasal, Madurai, Tamil Nadu 625016, India"
Madurai,Tasmac HeadOffice Madurai,9.850197699999999,78.2272833,"V62G+3W6, Kalugerkadai, Tamil Nadu 630611, India"
Madurai,Tasmac,9.9336574,78.0558348,"W3M4+F89, NH 44, Nagamalaipudukottai, Tamil Nadu 625019, India"
Madurai,govt tasmac,9.9923001,77.934995,"XWRP+W2J, Mudalaikulam, Tamil Nadu 625207, India"
Madurai,TASMAC,9.9153515,78.0957261,"W38W+47X, State Bank Supervisors Colony, Madurai, Tamil Nadu 625016, India"
Madurai,Tasmac Wine Shop,9.932514500000002,78.0962206,"7A, Bypass Rd, near A Maruthi Body Shop, Fathima Nagar, B T, Bethaniapuram, Madurai, Tamil Nadu 625016, India"
Tiruchirappalli,Tasmac (Wine Shop / Bar),10.7962297,78.6842956,"138 Near Daily Thanthi, Junction, Bharathiyar Salai, Sangillyandapuram, Tiruchirappalli, Tamil Nadu 620001, India"
Tiruchirappalli,TASMAC SRM OFFICE TRICHY,10.8002063,78.670307,"RM2C+34M, Ponnagar Extension, Sangillyandapuram, Tiruchirappalli, Tamil Nadu 620020, India"
Tiruchirappalli,TASMAC Elite Shop,10.7706024,78.664561,"78, Ramachandra Nagar, Karumandapam, Tiruchirappalli, Tamil Nadu 620012, India"
Tiruchirappalli,Tasmac Wine Shop,10.7982766,78.6820846,"QMXJ+8R8, McDonalds Rd, near Hotel Annamalai, Melapudur, Sangillyandapuram, Tiruchirappalli, Tamil Nadu 620001, India"
Tiruchirappalli,TASMAC,10.8141204,78.70161519999999,"27, M.P.J. Complex, Thanjavur Rd, Varaganeri, Tiruchirappalli, Tamil Nadu 620008, India"
Tiruchirappalli,Chinthamani Tasmac Elite shop,10.8135718,78.6776964,"RM7H+C3G, Aruna Nagar, Puthur, Bharthi Nagar, Tiruchirappalli, Tamil Nadu 620017, India"
Tiruchirappalli,TASMAC Paalpannai Karumandapam,10.7902735,78.66199979999999,"QMR6+4Q5, Karumandapam, Tiruchirappalli, Tamil Nadu 620001, India"
Tiruchirappalli,Tasmac Wine Shop Asath Nagar,10.764274,78.682732,"QM7M+P35, Sathanur Main Rd, Ayyappa Nagar, K K Nagar, Tiruchirappalli, Tamil Nadu 620021, India"
Tiruchirappalli,TASMAC DEPO,10.7572012,78.8108252,"QR46+V94, Trichy Nit, Tamil Nadu 620014, India"
Tiruchirappalli,TASMAC,10.8253745,78.70003659999999,"7, Babu Rd, Singarathope, Devathanam, Tiruchirappalli, Tamil Nadu 620008, India"
Tiruchirappalli,Tasmac Wine ShopKamaraj Nagar,10.7544634,78.69691929999999,"7, Wireless Rd, Vasantha Nagar, Thendral Nagar, Tiruchirappalli, Tamil Nadu 620007, India"
Tiruchirappalli,Tasmac wine shop,10.8176256,78.6841699,"20C, Tennur Rd Srinivasapuram, St Joseph College Area, Tamil Nadu 620018, India"
Tiruchirappalli,Tasmac,10.7611276,78.68231860000002,"QM6J+FW4, LIC Colony, K K Nagar, Tiruchirappalli, Tamil Nadu 620021, India"
Tiruchirappalli,Tasmac,10.8155737,78.6781749,"RM8H+67F, Bishop Rd, Tennur, Tiruchirappalli, Tamil Nadu 620017, India"
Tiruchirappalli,Tasmac,10.7724788,78.7037381,"45, New Golden Nagar Rd, near Raja Nursery Garden, Thirunagar, Tiruchirappalli, Tamil Nadu 620020, India"
Tiruchirappalli,TASMAC,10.8110292,78.7123713,"No. 44 Old palpannai Dindigul Madurai, 10, Service Rd, Ariyamangalam Area, Tiruchirappalli, Tamil Nadu 620010, India"
Tiruchirappalli,TASMAC,10.8005961,78.7063886,"RP24+6HJ, Sangliandapuram, Sangaliandalpuram, Tiruchirappalli, Tamil Nadu 620001, India"
Tiruchirappalli,TASMAC,10.8061485,78.6253174,"RJ4G+F46, Allithurai, Tamil Nadu 620102, India"
Tiruchirappalli,Moon Bar(Govt Wine Shop),10.805186,78.7055922,"RP44+37C, Mahalakshmi Nagar, Tiruchirappalli, Tamil Nadu, India"
Tiruchirappalli,TASMAC,10.8750878,78.7073042,"VPF4+XWR, No 1 Tollgate, Bikshandarkoil, Tamil Nadu 621216, India"
Tiruchirappalli,TASMAC BAR,10.8187405,78.6969572,"RM9W+FQV, Tharanallur, Tiruchirappalli, Tamil Nadu 620008, India"
Tiruchirappalli,TASMAC,10.7299583,78.72525440000001,"PPHG+X4C, Anna Nagar - Tiruchy IT Park Rd, Gundur, Tamil Nadu 620007, India"
Tiruchirappalli,Tasmac wine shop,10.7916503,78.81731460000002,"QRR8+MW4, thondaimaan patty road, Tiruchirappalli, Tamil Nadu 620013, India"
Tiruchirappalli,Tasmac/Bar/wine shop,10.8137432,78.687249,"NEXA Show Room, No.7, Sivaprakasam Salai, Near PL.A, Anna Nagar Main Road,, Hidayath Nagar, Anna Nagar, Tennur, Tiruchirappalli, Tamil Nadu 620026, India"
Tiruchirappalli,Tasmac Wine Shop,10.8427666,78.6079918,"RJV5+455, Kulumani Main Rd, Tiruchirappalli, Mullikarumbur, Tamil Nadu 639103, India"
Tiruchirappalli,Tasmac wine shop,10.7427803,78.83434369999999,"PRVM+4P3, Trichy - Tanjore Rd, Tamil Nadu 620015, India"
Tiruchirappalli,டாஸ்மாக்,10.796853,78.6802824,"Bus Bay, Rockins Rd, Cantonment, Chennai, Tiruchirappalli, Tamil Nadu 620001, India"
Tiruchirappalli,TASMAC,10.9184093,78.7325307,"VSK Jayanthi Complex, MDR823, Samayapuram, Tamil Nadu 621112, India"
Tiruchirappalli,TASMAC,10.7889065,78.6657426,"Alpha Nagar, Karumandapam, Tiruchirappalli, Tamil Nadu 620001, India"
Salem,Tamil Nadu Tasmac,11.7008026,78.101989,"P422+8RV, Burn's Colony, Salem, Tamil Nadu 636011, India"
Salem,Tasmac,11.6286318,78.16108009999999,"J5H6+FC4, K R Nagar, Seelanaickenpatti, Salem, Tamil Nadu 636006, India"
Salem,TASMAC,11.6678618,78.1375106,"M49Q+42R, Meyyanur, Salem, Tamil Nadu 636005, India"
Salem,Elite TASMAC,11.6675746,78.1498379,"M49X+2WG, Peramanur, Salem, Tamil Nadu 636007, India"
Salem,Tasmac wine shop,11.7118294,78.1764547,"105, Yercaud Main Rd, Kondappanayaganpatty, Salem, Tamil Nadu 636008, India"
Salem,TASMAC Elite,11.659525,78.160388,"M556+R56, Town Railway Station Rd, I Agraharam, Salem, Tamil Nadu 636001, India"
Salem,TASMAC,11.6674082,78.1377038,"M48Q+X38, Swarnapuri, Salem, Tamil Nadu 636016, India"
Salem,Tasmac,11.6513746,78.1084305,"Siddhar Kovil Rd, Sivathapuram, Salem, Tamil Nadu 636307, India"
Salem,Tasmac,11.6803819,78.1294113,"230, Srinagar Main Rd, Narasothipatti, Nedunchalai Nagar, Salem, Tamil Nadu 636005, India"
Salem,Tasmac,11.635055,78.1296313,"1/18, Sankagiri - Salem Main Rd, Kathayammal Nagar, Maniyanur, Salem, Tamil Nadu 636006, India"
Salem,Tasmac wineshop Kondalampatti,11.6303776,78.1245703,"181/254, Coimbatore Rd, South, Sandaipet, Kondalampatti, Salem, Tamil Nadu 636010, India"
Salem,TASMAC,11.5921347,78.07395989999999,"H3RF+VH4, Salem, Tamil Nadu 636308, India"
Salem,TASMAC,11.6698393,78.1904989,"M59R+W5H, Chinnammapet, Allikuttai, Salem, Tamil Nadu 636014, India"
Salem,Tasmac,11.6938151,78.16363609999999,"M5V7+GFF, Yercaud Main Rd, Pon Nagar, Periyakollappatty, Salem, Tamil Nadu 636008, India"
Salem,TASMAC wine shop,11.6741372,78.1042712,"34/22-B periyar Nagar, pud road, near periyandichi kovil, Salem, 636005, India"
Salem,TASMAC,11.648326,78.1183631,"J4X9+899, TNHB Colony, Chengikottai, Kandhampatty, Tamil Nadu 636005, India"
Salem,TASMAC,11.5740536,78.0528853,"H3F3+J5C, Chinnasiragapadi, Salem, Tamil Nadu 636308, India"
Salem,TASMAC,11.7334624,78.05484419999999,"P3M3+9WP, Kullamanickenpatti, Tamil Nadu 636011, India"
Salem,Tamil Nadu Tasmak bar,11.6501058,78.15496399999999,"48, Pillaiyar Kovil 4th St, I Agraharam, Salem, Tamil Nadu 636001, India"
Salem,Tasmac godown,11.6496596,78.1155354,"J4X8+V66, Chengikottai, Salem, Tamil Nadu 636010, India"
Salem,TASMAC Mall shop,11.7812605,78.1997779,"Q5JX+GW2, Mundagapadi, Tamil Nadu 636601, India"
